6502,281.123916908924,281.456193348968,281.788296378432,282.120226268364,282.451983289107,282.783567710302,283.114979800887,283.446219829105,283.777288062503,284.108184767936
6504,281.123916908904,281.456193348945,281.788296378407,282.120226268337,282.451983289078,282.78356771027,283.114979800853,283.446219829069,283.777288062465,284.108184767896
6506,281.123916908886,281.456193348924,281.788296378383,282.120226268311,282.451983289049,282.783567710239,283.114979800819,283.446219829033,283.777288062427,284.108184767855
6508,281.123916908868,281.456193348904,281.78829637836,282.120226268285,282.451983289021,282.783567710208,283.114979800785,283.446219828997,283.777288062388,284.108184767814
6510,281.123916908852,281.456193348885,281.788296378338,282.12022626826,282.451983288993,282.783567710177,283.114979800752,283.44621982896,283.777288062349,284.108184767772
6512,281.123916908837,281.456193348866,281.788296378316,282.120226268235,282.451983288965,282.783567710146,283.114979800719,283.446219828924,283.77728806231,284.108184767731
6514,281.123916908823,281.456193348849,281.788296378296,282.120226268211,282.451983288938,282.783567710116,283.114979800685,283.446219828888,283.777288062271,284.108184767688
6516,281.12391690881,281.456193348833,281.788296378276,282.120226268188,282.451983288912,282.783567710086,283.114979800652,283.446219828851,283.777288062231,284.108184767646
6518,281.123916908798,281.456193348817,281.788296378257,282.120226268165,282.451983288885,282.783567710057,283.114979800619,283.446219828815,283.777288062192,284.108184767603
6520,281.123916908787,281.456193348802,281.788296378238,282.120226268144,282.45198328886,282.783567710028,283.114979800587,283.446219828779,283.777288062152,284.10818476756
6522,281.123916908776,281.456193348788,281.788296378221,282.120226268122,282.451983288835,282.783567709999,283.114979800554,283.446219828743,283.777288062112,284.108184767517
6524,281.123916908767,281.456193348775,281.788296378204,282.120226268101,282.45198328881,282.783567709971,283.114979800522,283.446219828707,283.777288062073,284.108184767474
6526,281.123916908758,281.456193348762,281.788296378187,282.120226268081,282.451983288786,282.783567709942,283.11497980049,283.446219828672,283.777288062034,284.108184767431
6528,281.12391690875,281.45619334875,281.788296378171,282.12022626806,282.451983288762,282.783567709914,283.114979800458,283.446219828636,283.777288061994,284.108184767387
6530,281.123916908743,281.456193348739,281.788296378156,282.120226268041,282.451983288738,282.783567709887,283.114979800427,283.446219828601,283.777288061955,284.108184767344
6532,281.123916908737,281.456193348728,281.788296378141,282.120226268023,282.451983288716,282.78356770986,283.114979800396,283.446219828566,283.777288061916,284.108184767302
6534,281.123916908731,281.456193348719,281.788296378127,282.120226268004,282.451983288693,282.783567709834,283.114979800366,283.446219828531,283.777288061877,284.108184767259
6536,281.123916908726,281.456193348709,281.788296378114,282.120226267987,282.451983288671,282.783567709808,283.114979800335,283.446219828497,283.777288061839,284.108184767216
6538,281.123916908721,281.4561933487,281.7882963781,282.120226267969,282.45198328865,282.783567709782,283.114979800305,283.446219828463,283.777288061801,284.108184767174
6540,281.123916908717,281.456193348692,281.788296378088,282.120226267952,282.451983288629,282.783567709756,283.114979800276,283.446219828429,283.777288061763,284.108184767132
6542,281.123916908714,281.456193348684,281.788296378076,282.120226267936,282.451983288608,282.783567709732,283.114979800247,283.446219828395,283.777288061725,284.10818476709
6544,281.123916908712,281.456193348678,281.788296378064,282.12022626792,282.451983288588,282.783567709707,283.114979800218,283.446219828362,283.777288061688,284.108184767048
6546,281.123916908709,281.456193348671,281.788296378053,282.120226267905,282.451983288568,282.783567709683,283.114979800189,283.44621982833,283.777288061651,284.108184767007
6548,281.123916908708,281.456193348665,281.788296378043,282.12022626789,282.451983288549,282.783567709659,283.114979800161,283.446219828297,283.777288061614,284.108184766966
6550,281.123916908706,281.456193348659,281.788296378033,282.120226267876,282.45198328853,282.783567709636,283.114979800134,283.446219828265,283.777288061578,284.108184766925
6552,281.123916908706,281.456193348654,281.788296378023,282.120226267861,282.451983288512,282.783567709613,283.114979800107,283.446219828234,283.777288061542,284.108184766885
6554,281.123916908706,281.456193348649,281.788296378014,282.120226267848,282.451983288494,282.783567709591,283.11497980008,283.446219828203,283.777288061507,284.108184766846
6556,281.123916908706,281.456193348645,281.788296378006,282.120226267835,282.451983288476,282.783567709569,283.114979800054,283.446219828173,283.777288061472,284.108184766806
6558,281.123916908706,281.456193348641,281.788296377997,282.120226267822,282.451983288459,282.783567709548,283.114979800028,283.446219828142,283.777288061437,284.108184766767
6560,281.123916908707,281.456193348637,281.788296377989,282.12022626781,282.451983288442,282.783567709527,283.114979800003,283.446219828112,283.777288061403,284.108184766729
6562,281.123916908708,281.456193348634,281.788296377982,282.120226267798,282.451983288426,282.783567709506,283.114979799978,283.446219828083,283.77728806137,284.108184766692
6564,281.12391690871,281.456193348631,281.788296377975,282.120226267787,282.451983288411,282.783567709486,283.114979799954,283.446219828055,283.777288061337,284.108184766654
6566,281.123916908711,281.456193348629,281.788296377968,282.120226267775,282.451983288395,282.783567709466,283.114979799929,283.446219828026,283.777288061304,284.108184766617
6568,281.123916908713,281.456193348627,281.788296377961,282.120226267765,282.45198328838,282.783567709447,283.114979799906,283.446219827998,283.777288061272,284.108184766581
6570,281.123916908716,281.456193348625,281.788296377955,282.120226267754,282.451983288365,282.783567709428,283.114979799883,283.446219827971,283.77728806124,284.108184766545
6572,281.123916908719,281.456193348624,281.78829637795,282.120226267744,282.451983288351,282.78356770941,283.11497979986,283.446219827944,283.777288061209,284.108184766509
6574,281.123916908721,281.456193348622,281.788296377944,282.120226267734,282.451983288337,282.783567709391,283.114979799838,283.446219827917,283.777288061178,284.108184766474
6576,281.123916908724,281.456193348621,281.788296377939,282.120226267725,282.451983288324,282.783567709374,283.114979799816,283.446219827892,283.777288061148,284.10818476644
6578,281.123916908728,281.45619334862,281.788296377933,282.120226267716,282.45198328831,282.783567709357,283.114979799794,283.446219827866,283.777288061119,284.108184766407
6580,281.123916908731,281.45619334862,281.788296377929,282.120226267708,282.451983288298,282.78356770934,283.114979799774,283.446219827841,283.77728806109,284.108184766373
6582,281.123916908735,281.456193348619,281.788296377925,282.120226267699,282.451983288285,282.783567709324,283.114979799753,283.446219827817,283.777288061061,284.108184766341
6584,281.123916908739,281.456193348619,281.78829637792,282.120226267691,282.451983288273,282.783567709307,283.114979799733,283.446219827792,283.777288061033,284.108184766309
6586,281.123916908743,281.456193348619,281.788296377917,282.120226267683,282.451983288261,282.783567709292,283.114979799713,283.446219827769,283.777288061005,284.108184766277
